uniprot_id,protein,gene,description,n_seq,CR10_T1,CR10_T2,CR12_T1,CR12_T2,CR149_T1,CR149_T2,CR15_T1,CR163_T1,CR163_T2,CR17_T1,CR17_T2,CR18_T1,CR18_T2,CR22_T1,CR22_T2,CR23_T1,CR25_T1,CR25_T2,CR383_T1,CR386_T1,CR386_T2,CR6_T1,CR6_T2,CR7_T1,CR7_T2,CR72_T1,CR72_T2,CR8_T1,CR8_T2,CR9_T2,PPS2,PPS20,PPS28,PPS31,PPS32,PPS37,PPS40,PPS41,PPS42,PPS44
P68133,ACTS_HUMAN,ACTA1,"Actin, alpha skeletal muscle",18,27.648689960965495,27.19493639745983,27.86180700738607,29.71434364157105,27.566664592988893,27.88888514421567,27.619754196821305,28.285607425531055,28.260771038409743,27.561739723503226,29.608360277221834,29.61327750761603,27.45576332533088,27.888237175800317,26.97145118682475,27.248812157069544,27.856568373686997,30.818028322980993,27.926095537019307,28.293259613383054,27.935689652634053,27.591196066274218,31.55628139240962,28.58464432472,27.957247446782095,27.49620574707808,27.383553842350768,26.933363409803388,26.391564694040234,28.535666282024717,28.304663128174457,28.191068275591967,28.382796983025774,26.76706873637918,28.084840182974958,27.24641931307141,26.690543557250944,27.78546720014526,27.89350435461695,27.47721250552295
P06733,ENOA_HUMAN,ENO1,Alpha-enolase,27,28.459404234116477,28.05300641799509,28.206143486280375,28.337311143352235,28.08491228177617,28.19607105937726,28.75017953896866,28.167375726751406,27.85152121417063,27.717296900444875,27.94494525751526,28.16191968130256,28.020070131784166,28.49841447994028,28.09416411510864,29.04045458143422,28.25864314435929,28.451059445704573,27.994172404157062,30.535069234299232,28.253302515835426,28.021247052027118,27.894888719920043,30.600981789304956,27.856680787726308,28.202640261914794,28.605359002992227,28.383840822684054,27.888645613159348,29.92302866724262,28.469770478464635,27.953686329474646,28.22681708996298,28.09881517312459,27.76129276015308,28.012079387592333,27.90299837778451,28.303370993293054,28.22112927046366,27.773656296845342
P13929,ENOB_HUMAN,ENO3,Beta-enolase,18,28.031513226381264,28.26806415002935,27.920327491104963,27.823936023200197,27.521030468602522,27.6780682571545,27.54045028274733,28.030810738803996,28.11692522274062,27.90766194401141,27.87455954167052,27.923235508758296,27.7797515610433,27.779543923462,28.185365936361276,26.609870004800374,28.28515560013101,28.38692167483945,28.529669620467285,24.688410859110483,27.729949467056525,28.17846697214143,27.759580153843416,24.920200903564414,27.655975872719758,28.400114192162658,28.346428325289686,28.102161581033158,27.947353496150097,26.29314996272152,28.68758557263866,28.298858726803267,28.262054496415434,28.728309599695013,27.28108984203703,28.01747832822655,28.617393210630464,28.449239851755326,27.577403494929445,27.709805678991703
P60709,ACTB_HUMAN,ACTB,"Actin, cytoplasmic 1",24,28.054130364588577,26.708983307514256,26.976392821333242,28.348830774474756,27.03149488912387,27.382740309501994,28.808968153892867,26.76674109466023,26.902726706353594,26.651818585695406,28.462600837086768,28.043596224777097,26.84940355550262,28.097987113901894,26.938798723477003,29.469425899772556,27.45116382794495,29.266080232438064,26.65078476515219,30.753144186434273,28.12997329510228,26.646132245590817,30.032501144728478,31.55062144292323,26.837378097358098,27.066409323378082,28.719981180895132,26.214765430223885,25.889036442458682,30.299339972029927,26.7852886918124,26.912179635357404,27.027360300518342,25.57357014115502,26.658382225968037,25.920490703227518,25.46274560532094,26.20981735363397,26.307211062365283,26.40461142861492
P01857,IGHG1_HUMAN,IGHG1,Immunoglobulin heavy constant gamma 1,20,30.305161746178204,27.28996726253778,27.217496824641344,27.831517037397386,27.77796023936258,26.650783233114563,29.42459281081954,26.068672280953532,26.16577623481742,27.64156609996005,27.804462663243662,24.7594945261299,26.674658871617584,29.104114250920592,28.027249410646284,30.328148088371847,28.771175021440495,27.486495710916483,24.447453628575367,30.849331415550107,28.806982916763328,26.17269066187638,28.635707952784685,30.405333279095352,26.83072354389933,26.742694774233826,29.014896473109896,25.74440940771553,25.655236709772588,30.637977606910958,24.042434608842157,25.45071376343573,23.744685669512485,24.274639164207894,24.13544246695287,24.46554196214919,24.33804021530811,25.964727681055905,23.957015866874666,24.627399811322803
P32119,PRDX2_HUMAN,PRDX2,Peroxiredoxin-2,16,29.84342353816837,26.512578222031898,26.518191129626363,27.20157471867054,28.13744552603466,26.877121875030596,28.403785847327498,26.80517699661709,27.14556038454326,27.369051613893163,27.295725271036773,26.200310645390342,28.31303225600519,29.086293890523265,27.865537992393776,29.521580343894026,28.38684982865594,27.051596313648524,26.39994324331802,29.418128849392502,28.245343350120898,27.0422046996475,26.881483731332644,31.839289069097887,27.515548570595637,27.38979939590781,28.90997644584358,26.793470111804687,27.240245100540015,31.081176283459783,25.575418230741903,25.97774548975047,25.82584028611941,25.694317501568865,25.87430832919968,25.82974613799691,26.05059197339512,26.74673339504569,26.208494781402045,26.045126732146205
P14618,KPYM_HUMAN,PKM,Pyruvate kinase PKM,33,27.438917407670495,27.65042433256405,27.156930000119885,27.44870906555651,27.45568540560918,27.94272438545391,27.008347534411026,27.55095575115296,27.400317779161824,27.395752637832082,27.537827409756023,27.635733781219457,27.80451980547054,27.280294344070057,27.73582759157304,26.502471484136578,27.550402441003833,27.794836585639512,27.317656483751556,26.10738620549477,27.320596269305273,27.60704243314332,27.545302675752424,26.364275471995665,27.282931621462353,27.59858644098557,27.832964998568965,27.98497824690338,27.793716654129554,27.324009207370253,27.76757013678963,27.44017893996137,27.570886444226645,27.959851032596806,27.194809302592915,27.503389763266036,27.957380927920994,27.58061704797798,27.244593413266138,27.48007628305454
P60174,TPIS_HUMAN,TPI1,Triosephosphate isomerase,21,27.422999050866174,27.778495417593774,27.374402546610096,26.94440162924105,26.993202069912176,27.453239623402993,27.022476958352907,27.736762623274323,27.557394559727403,27.255032678179646,27.304978377959014,27.457075516094033,27.368404332203987,27.377821220492784,27.46375607487036,27.064950878214752,27.02665413750731,27.20834079593996,27.702845310952597,27.717533204389568,26.97740354541885,27.88234278756653,27.54569682517182,26.519072443326234,27.104262478827103,27.50101458866077,27.378580870142656,27.885196049839006,27.927349379602806,27.46143503074813,27.57696247678241,27.485829071204886,27.39638230876546,27.621375178515986,27.28254467676858,27.158764228232574,27.857233754650032,27.702795743592464,27.291476403673453,27.55702671138051
P09104,ENOG_HUMAN,ENO2,Gamma-enolase,15,26.717990276414294,27.78106901136338,26.424042535525018,26.88984786653353,26.95160940543716,27.516051377071598,27.0570485030813,26.872499892137988,26.875001851275915,27.457489327763433,27.18145893463279,27.931520568530114,27.44342334816774,26.71623276597565,27.296371667302033,26.507018549172233,27.543227919149842,26.80502918391784,27.19173248447015,26.460691821569053,27.19748998916819,27.59184353071611,27.83271883045655,28.309324773101846,27.28029384086259,27.49132523634698,27.408301413583825,28.296626848499074,27.746418212131502,25.376655810594222,27.459805118970685,27.146607532958928,27.108647982872135,27.824865371771963,26.68104613730115,27.091485540901598,27.951007207589186,27.398342241511692,26.831409410369673,26.598603490487328
P18669,PGAM1_HUMAN,PGAM1,Phosphoglycerate mutase 1,11,27.366606534026282,27.467990388110895,27.176090478278827,27.074659314240325,27.44607889014426,27.56472028755528,27.679412906483673,27.061029153556053,27.035502784301737,27.67380300521562,27.212005900543492,27.347646120936087,26.96906915756645,27.499731235499826,27.007585031817015,27.63154989036429,27.199800049610896,27.330611401371517,27.123955195435066,29.09976056580742,27.366526957871116,27.21883728500944,27.08661274925593,28.87421253521923,26.690928289125665,27.26514128934579,27.561082613764682,27.477554459475456,27.048960875382367,28.139718594035,27.321633721408837,27.273167877668367,27.017207791275844,26.88660475023738,26.994413820556037,26.613215885198585,26.985184560788838,26.80842227315998,26.520963909006078,27.384659199687714
P31415,CASQ1_HUMAN,CASQ1,Calsequestrin-1,9,26.67138914419072,27.528655458843314,27.6093244891675,27.518664809503022,26.867309040006184,26.81817720894474,26.519269539559648,27.355766114349127,27.034923242815815,27.31689139853287,27.21662040912272,27.203485421150567,27.104616674875736,26.8169549924435,27.399857973266275,26.20982246318784,26.964431051383613,27.361802929236514,27.389810722322416,NA,26.681094677519496,27.160366686738026,27.108238139655246,NA,27.303982837399438,27.030677347717987,26.3528594222097,27.299956155494915,27.0614290592798,27.14086014579446,26.709348808101506,26.99545026933939,26.729394449291085,27.48225391944941,27.373508709082223,27.469232177069518,27.248453587287525,27.994922376720442,27.509979988026956,27.105797951633082
P00558,PGK1_HUMAN,PGK1,Phosphoglycerate kinase 1,27,26.843888926158957,27.39744996948974,27.405542221829617,26.868301622254968,26.982136566178198,27.031964309330462,27.146194933150557,27.176240769719865,27.143872291521042,27.179762241970323,27.06704627195658,27.208581230460386,27.139096120591724,27.46230124538867,27.459833769845968,26.87615980693031,27.07601762327771,26.87571144187324,27.188557290108385,27.330683548991942,27.089209862697096,27.19045312775726,27.004960444611957,27.272727125893585,26.700725363919727,27.12860138486795,27.501286873731924,27.64158146266754,27.283419814824093,27.70196787473308,27.194768220887884,26.966187445750556,26.843481062542942,27.060544723013596,26.61020675919874,26.83541473451146,27.379084752407305,27.135988989677386,26.729533646378815,26.992125284170054
P04792,HSPB1_HUMAN,HSPB1,Heat shock protein beta-1,17,26.637033836876302,27.548803277440495,27.451518954602093,27.20717695136977,26.687924323708835,27.35864815327413,26.85212545188108,26.607610215199387,27.15080526805934,27.061811433778477,27.32787650091404,26.88791396877767,26.916828808320094,27.153937813331638,27.103149665284285,27.1445501505608,27.09818922435726,26.792289721776964,27.41314193120713,28.343439279636467,27.179473287626593,27.175070485049883,26.816121263719733,27.081154604111358,27.35428411873665,26.515045000159727,27.5006178495265,26.15318319465174,26.610384113661684,27.95516389770553,27.474072551285477,27.276806445244567,27.135503710844464,26.777179164353704,27.365835393492052,27.023873170609733,26.09852735841171,27.661771171508622,27.01084511179328,27.107698149833244
P05976,MYL1_HUMAN,MYL1,"Myosin light chain 1/3, skeletal muscle isoform",12,25.475129326153667,26.352451413673204,26.74771719957099,27.667188719347383,25.738613632523023,26.773272452870522,25.644092741539563,25.82959596670303,26.62873153813553,26.024827966576478,27.63876786567767,27.807573400481836,26.39768498719419,26.671624831050764,25.84176120189183,24.206164641559138,26.74317224384355,28.691641218477756,27.474379920238672,22.495323645753107,25.71513875713668,26.427605627929328,29.48733853146023,NA,27.24977190337372,26.448811554355643,25.693215800662152,25.753637791852434,25.106842177788135,25.42638532506774,26.229912810527008,27.080935101994225,27.309931150420155,26.39036215494163,26.660762755090374,26.429798194529088,26.295290942008002,27.597872622014627,26.51496998217757,27.40970673807378
P01834,IGKC_HUMAN,IGKC,Immunoglobulin kappa constant,11,28.986540223452693,26.240105084295646,26.239341322965124,26.947454786954644,26.80256718952113,25.817389991794354,28.115027022762998,25.596606160919464,25.543054301173743,26.744825868612157,27.082483523360832,23.847491913215016,25.608729090491153,28.47369245510328,27.34015293224399,29.494062709586178,28.177764938479598,26.878250931749832,23.572851915720687,30.326371865779638,27.96968661328091,25.42028355345088,28.081230413586383,29.62068397040595,25.845245988789813,26.423711070343504,28.197103014758792,25.092053465677033,24.750726777872327,29.24888726584786,23.085563337890708,24.651276747055878,22.98725012239382,23.270032616010884,22.695920281165204,23.542969648137333,23.472739449939436,24.65061841160133,22.75115562646942,23.57915607283514
P11217,PYGM_HUMAN,PYGM,"Glycogen phosphorylase, muscle form",43,27.288005510274484,27.026304453081583,26.469780767889294,26.758920742334634,26.864384541331983,26.861340674091146,26.64431035124222,27.330781852994736,26.84772864065365,27.12677003142708,27.003652417878385,27.536372494377144,27.390940924382928,27.16086386698168,27.37869873333275,24.867064767543383,26.69425361450192,26.942133615093464,26.618133807010015,23.089507051369786,26.408981339140357,27.086202525721262,27.296606438294585,23.565448440552487,26.936420300911358,26.36237988249401,26.61736091808699,27.004375244260945,26.666028597027715,25.08484053310836,26.96006896604382,26.813642990116993,27.063162730401256,27.337326257916313,26.848639114754846,27.107395374767524,26.966266363982296,27.302333516352917,26.71061464139679,26.912377934977066
P02511,CRYAB_HUMAN,CRYAB,Alpha-crystallin B chain,12,26.71917117267394,26.733204538126426,26.970647099438118,26.866056962399377,25.98018677023003,26.399841126091616,26.770242800631788,26.669335092881962,26.85889813562069,26.69449363228958,26.34121144495278,26.57865300615096,27.02494989338897,26.69494567757692,26.60727624289992,27.253182383735638,26.757030907239077,26.397385403696664,27.298997299280185,28.54831907456821,26.637434102483176,27.062297142795337,27.056605186340562,28.431898825594253,26.955960727104426,26.491195042632523,26.802735943911273,26.369351087160503,26.67763395840329,27.441784434464164,26.613084873394367,27.098876935484352,27.06401424750083,26.950263752941996,27.854277273180102,26.915073830550302,26.460457587216382,26.999109968808945,26.728204380537118,26.78151938423047
P00338,LDHA_HUMAN,LDHA,L-lactate dehydrogenase A chain,22,27.690468092023128,27.9191824934902,25.591074610958394,25.918486434659233,26.978917628944735,27.049910703360304,26.856309501133083,27.137957835275856,26.90892661069071,26.406698228975372,26.439588375070947,26.880267427357435,27.1597632152472,26.651348240236985,26.887845929468085,27.005785503815208,26.689061485231473,26.626976668847366,26.422664238375837,26.546330249989232,26.996234255717216,26.66241694693568,26.608580390858144,27.288372465334767,26.17611140905685,26.780046596188885,27.08488347100034,26.585553383017576,26.83057488248174,27.577907454989603,27.318360538333305,26.490259848367806,26.299790168643835,26.576667516638476,25.908880363130674,26.380410722072227,27.390694894427984,27.066532784205886,26.87302038822763,27.0729805081611
P10916,MLRV_HUMAN,MYL2,"Myosin regulatory light chain 2, ventricular/cardiac muscle isoform",13,27.272938718300978,25.36207292737301,26.936956413701427,27.651646974127647,27.033779174967133,26.23590843118652,27.499993873405746,26.19392020816805,26.544598763541522,26.492999434886546,26.834754365324347,27.020079224156394,26.038891533645067,27.40059938153871,25.474690873179622,26.701378310350346,27.01063018081041,27.208168270124993,26.811988034291577,22.736861600685998,26.362722244277006,26.226789892754823,28.008633911274625,NA,27.20625906700304,26.282600803012386,25.48059214469916,24.562307935400696,24.27799884356364,25.728542893853916,26.066320661400027,26.467277800264398,26.922341006531486,26.648154545781775,27.099035203141288,26.642351685067805,25.652770368788033,27.268121591719535,26.583567698358653,27.350883714829752
P00568,KAD1_HUMAN,AK1,Adenylate kinase isoenzyme 1,19,26.975620616170133,27.106649395893257,26.81897499298174,26.356448172212747,26.261415884037458,26.39036996326985,26.254978072460027,26.650604773029283,26.781454179237414,26.7954730507178,26.912418419344696,26.84522008457746,26.744675116223174,26.906272290071918,27.29304374442516,25.758507295004577,26.648125233880126,26.621570593341737,26.623002366531363,25.815271480285535,26.773039597114476,27.03768170636826,26.64040343739117,25.512758713400927,26.270330509215547,27.03374842266878,26.895198789729886,27.07155118717667,27.313583879027114,26.550427057090364,26.732633099477745,26.982315269687557,26.03827667367206,26.317831193898915,26.152798269154097,26.37147151102649,27.0340773057121,26.848050293737604,26.37570821054249,27.214445752466638
P15090,FABP4_HUMAN,FABP4,"Fatty acid-binding protein, adipocyte",8,27.054075851316146,25.999230747910666,25.211482302976073,26.260115353947167,24.909921114913885,25.33011071480303,29.613560864282594,23.542224303031663,23.996841469077218,24.774811917413313,25.31221944377849,23.347397889114806,24.861222172658387,27.245702100851567,25.634726961069354,29.53055018445848,26.776735150820016,25.977100970049147,23.523262132098374,31.473551927056384,27.273389687386,23.790847844616177,23.61379356947758,30.100604319503173,25.418346295599765,26.14142912256674,27.271070720670892,24.477964164027746,24.367128807787967,30.32839874387683,24.025014070453956,24.088921926181897,23.136138579409753,22.76353653778851,23.815103240563616,23.92412415185702,23.286127038434753,23.977686656228396,23.880626994725176,23.39551781811981
P05413,FABPH_HUMAN,FABP3,"Fatty acid-binding protein, heart",10,26.217097675409143,26.588036908944392,27.211248831533545,26.691890207332793,27.11922912611409,26.95000825824977,25.59086827429708,27.146103938309118,27.427542358239155,26.58775392655774,25.998469882133115,25.993486354857396,26.55800461791423,26.66721004598255,26.758636593302445,27.320622387515403,26.61444294338724,26.4832513677,26.402902433659893,23.136149617396438,26.49669508452046,26.667225205535516,26.490881010074563,22.791529588272386,26.899361722010042,26.941264664555757,26.332741425845832,27.34037589273653,27.502546480067615,24.5755436639884,26.91156198237777,27.123037674228673,26.549990593635588,26.546797280404622,26.782001768472156,26.901790928930644,26.11439299166683,26.503844995942284,27.212654296548795,26.79783434031686
O14983,AT2A1_HUMAN,ATP2A1,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,26,27.02880889375565,26.76834617946162,26.793516886958784,26.76062676061468,26.651514199044218,26.658505402542303,26.3789590702759,26.14826458425994,25.599064162090063,26.867888289272862,26.963249455644554,26.701592942028498,26.2625310787469,26.87912890597617,26.90593144703537,22.890383723372675,26.751915694329327,26.565426133360816,26.666019183300293,NA,26.365851439332637,26.453586142358557,26.352283037594376,NA,25.925214389542923,26.75761397618093,26.25384238589636,26.219649138470267,26.214306690401546,25.215868783921067,26.689868446927775,26.74678426529863,26.404097017198954,26.69362363938844,26.057134953780334,26.60188710953443,26.389604887515198,27.840168274103938,26.35595088989697,26.82339884927863
P00918,CAH2_HUMAN,CA2,Carbonic anhydrase 2,14,28.82819373201734,25.45541109971889,25.91216060945506,26.161637164701666,27.487993311799425,25.489615288593082,27.40874601448495,25.753504950235644,25.760206255504848,26.14731618118158,25.59967782782239,25.631944546119964,27.254618186497105,27.98295914642242,26.942715031922894,28.733391932106823,27.396864021729957,26.02330516787472,25.543034880118142,27.802864294090323,26.87853695460168,25.712292558003387,25.950508590703368,29.279795822534656,26.31662676315478,26.16389278979189,27.647293107687748,26.029542817780836,25.530225769795457,29.74716961944213,24.880625432816725,25.03722100814997,25.890665145589523,25.10633459222203,24.620080750186286,24.45947592244473,25.00351317890306,25.19683424864488,25.144475309881805,25.07259977186118
P40925,MDHC_HUMAN,MDH1,"Malate dehydrogenase, cytoplasmic",15,26.296107583485934,26.45236939724432,26.673491502940973,26.32948895920763,26.402388523238642,26.340067763948973,26.384531974622682,27.01450458710363,26.946187660265032,26.43848927147766,26.063258283339596,26.176948427260154,26.435038849564556,26.212632077730838,26.14116045182686,26.898100615138375,26.36561178240881,26.01341981221493,26.64107521892126,27.15420773707992,26.265680944679215,26.625149436525753,26.0764123809181,26.56658944068611,26.581549939077636,26.274604582867802,25.96446449552132,27.07946623034498,26.96452545445637,26.929073428257038,26.748274768651594,26.416347940364734,26.798318302130035,26.684859217999037,26.8669897185587,26.634940049953006,26.578172952799733,26.427395115459603,26.71097009562047,26.494531838522835
P01009,A1AT_HUMAN,SERPINA1,Alpha-1-antitrypsin,30,27.852213609926327,25.52867040832271,26.01230867367913,26.509394052933448,26.798417681196668,25.900416521427825,28.309192143354565,25.08399439571865,25.138513699600583,25.970608056234546,26.2396906426345,24.217388498235795,25.906742445800777,28.12142044814358,26.537558707466935,29.157033159486417,27.51376050169858,26.41516397667206,23.813596444441508,29.953774092322508,27.63779129205801,25.15052636165003,27.621336242350182,28.94178444820265,25.32608400107186,26.04424824890762,28.283978495621206,24.630315411012102,24.47301589061032,29.485388627577766,24.220791073076818,24.249411484384044,24.36523527229905,23.38167184524029,23.7704892503292,24.259112811993127,23.658585390183077,25.08004546181699,23.06485951207137,23.787505016405383
P12883,MYH7_HUMAN,MYH7,Myosin-7,153,24.346947961278644,24.70424698187875,26.733493933054962,27.73579287364621,24.554080555635977,25.611730377709254,24.250771412530302,25.468751492050135,26.33430840635584,25.33822929319291,27.027035434689378,27.871360904975244,25.1759976685016,25.04160140358401,24.568497997321913,24.921015717702286,26.519639246629396,28.194123623417575,27.04792268392931,22.5867503295489,23.86676423657162,25.960544916517847,29.03497439591404,NA,27.338535154830083,25.770053894241453,23.650232444501675,24.736860547053,23.960462734957275,23.01066655931881,25.803220362045405,26.51043740556921,26.93239287957391,26.01387457163588,26.859699835002335,26.32672439468389,25.89769415892968,26.988713491338736,26.759151409271116,26.32560110187655
