uniprot_id,protein,gene,description,n_seq,gene_symbol,CR10_T1,CR10_T2,CR12_T1,CR12_T2,CR149_T1,CR149_T2,CR15_T1,CR163_T1,CR163_T2,CR17_T1,CR17_T2,CR18_T1,CR18_T2,CR22_T1,CR22_T2,CR23_T1,CR25_T1,CR25_T2,CR383_T1,CR386_T1,CR386_T2,CR6_T1,CR6_T2,CR7_T1,CR7_T2,CR72_T1,CR72_T2,CR8_T1,CR8_T2,CR9_T2,PPS2,PPS20,PPS28,PPS31,PPS32,PPS37,PPS40,PPS41,PPS42,PPS44,logFC,CI.L,CI.R,average_intensity,t,B,P.Value,adj.P.Val,sig.PVal,sig.FDR,pi_score,pi_pval,sig_pi,sig_nominal_01
P09104,ENOG_HUMAN,ENO2,Gamma-enolase,15,"=""""",26.7179902764143,27.7810690113634,26.424042535525,26.8898478665335,26.9516094054372,27.5160513770716,27.0570485030813,26.872499892138,26.8750018512759,27.4574893277634,27.1814589346328,27.9315205685301,27.4434233481677,26.7162327659757,27.296371667302,26.5070185491722,27.5432279191498,26.8050291839178,27.1917324844702,26.4606918215691,27.1974899891682,27.5918435307161,27.8327188304565,28.3093247731018,27.2802938408626,27.491325236347,27.4083014135838,28.2966268484991,27.7464182121315,25.3766558105942,27.4598051189707,27.1466075329589,27.1086479828721,27.824865371772,26.6810461373011,27.0914855409016,27.9510072075892,27.3983422415117,26.8314094103697,26.5986034904873,0.00980775642779363,-0.609246156069858,0.628861668925446,27.2060543952421,0.0320438722453699,-5.78491428419389,0.974600196472997,0.995017552763502,0,0,1.0958701944511524e-4,0.9792236194641881,0,0
P18669,PGAM1_HUMAN,PGAM1,Phosphoglycerate mutase 1,11,"=""""",27.3666065340263,27.4679903881109,27.1760904782788,27.0746593142403,27.4460788901443,27.5647202875553,27.6794129064837,27.0610291535561,27.0355027843017,27.6738030052156,27.2120059005435,27.3476461209361,26.9690691575665,27.4997312354998,27.007585031817,27.6315498903643,27.1998000496109,27.3306114013715,27.1239551954351,29.0997605658074,27.3665269578711,27.2188372850094,27.0866127492559,28.8742125352192,26.6909282891257,27.2651412893458,27.5610826137647,27.4775544594755,27.0489608753824,28.139718594035,27.3216337214088,27.2731678776684,27.0172077912758,26.8866047502374,26.994413820556,26.6132158851986,26.9851845607888,26.80842227316,26.5209639090061,27.3846591996877,0.39587526022407,-0.0280902699485833,0.819840790396723,27.3125664432084,1.88856356143534,-4.20360665802981,0.0663904990818264,0.94865799078641,0,0,0.46629912012742,0.11044286495352652,0,0
P31415,CASQ1_HUMAN,CASQ1,Calsequestrin-1,9,"=""""",26.6713891441907,27.5286554588433,27.6093244891675,27.518664809503,26.8673090400062,26.8181772089447,26.5192695395596,27.355766114349102,27.0349232428158,27.3168913985329,27.2166204091227,27.2034854211506,27.1046166748757,26.8169549924435,27.3998579732663,26.2098224631878,26.9644310513836,27.3618029292365,27.3898107223224,NA,26.6810946775195,27.160366686738,27.1082381396552,NA,27.3039828373994,27.030677347718,26.3528594222097,27.2999561554949,27.0614290592798,27.1408601457945,26.7093488081015,26.9954502693394,26.7293944492911,27.4822539194494,27.3735087090822,27.4692321770695,27.2484535872875,27.9949223767204,27.509979988027,27.1057979516331,0.207205738939283,-0.25376515142692,0.668176629305486,27.1227784155451,0.910710496388293,-5.39912381410089,0.368331682840129,0.99407463931736,0,0,0.08987775252481556,0.3980317113176599,0,0
P00558,PGK1_HUMAN,PGK1,Phosphoglycerate kinase 1,27,"=""""",26.843888926159,27.3974499694897,27.4055422218296,26.868301622255,26.982136566178202,27.0319643093305,27.1461949331506,27.1762407697199,27.143872291521,27.179762241970302,27.0670462719566,27.2085812304604,27.1390961205917,27.4623012453887,27.459833769846,26.8761598069303,27.0760176232777,26.8757114418732,27.1885572901084,27.3306835489919,27.0892098626971,27.1904531277573,27.004960444612,27.2727271258936,26.7007253639197,27.128601384868,27.5012868737319,27.6415814626675,27.2834198148241,27.7019678747331,27.1947682208879,26.9661874457506,26.8434810625429,27.0605447230136,26.6102067591987,26.8354147345115,27.3790847524073,27.1359889896774,26.7295336463788,26.9921252841701,0.106412653020634,-0.238326593367617,0.451151899408885,27.1280402788818,0.624318688760167,-5.60498765522857,0.536046938492604,0.99407463931736,0,0,0.028816246356068678,0.6156369600874795,0,0
P04792,HSPB1_HUMAN,HSPB1,Heat shock protein beta-1,17,"=""""",26.6370338368763,27.5488032774405,27.4515189546021,27.2071769513698,26.6879243237088,27.3586481532741,26.8521254518811,26.6076102151994,27.1508052680593,27.0618114337785,27.327876500914,26.8879139687777,26.9168288083201,27.1539378133316,27.1031496652843,27.1445501505608,27.0981892243573,26.792289721777,27.4131419312071,28.3434392796365,27.1794732876266,27.1750704850499,26.8161212637197,27.0811546041114,27.3542841187367,26.5150450001597,27.5006178495265,26.1531831946517,26.6103841136617,27.9551638977055,27.4740725512855,27.2768064452446,27.1355037108445,26.7771791643537,27.3658353934921,27.0238731706097,26.0985273584117,27.6617711715086,27.0108451117933,27.1076981498332,0.113465865969868,-0.400339009030577,0.627270740970313,27.1004346243171,0.446653564318496,-5.69281053679457,0.657591126028665,0.99407463931736,0,0,0.020655786468533204,0.679606342263532,0,0
P05976,MYL1_HUMAN,MYL1,"Myosin light chain 1/3, skeletal muscle isoform",12,"=""""",25.4751293261537,26.3524514136732,26.747717199571,27.6671887193474,25.738613632523,26.7732724528705,25.6440927415396,25.829595966703,26.6287315381355,26.0248279665765,27.6387678656777,27.8075734004818,26.3976849871942,26.6716248310508,25.8417612018918,24.2061646415591,26.7431722438435,28.6916412184778,27.4743799202387,22.4953236457531,25.7151387571367,26.4276056279293,29.4873385314602,NA,27.2497719033737,26.4488115543556,25.6932158006622,25.7536377918524,25.1068421777881,25.4263853250677,26.229912810527,27.0809351019942,27.3099311504202,26.3903621549416,26.6607627550904,26.4297981945291,26.295290942008,27.5978726220146,26.5149699821776,27.4097067380738,-0.649798226777033,-1.79768945860854,0.498093005054475,26.4635385855042,-1.14589740457449,-5.18275962492991,0.258989251565588,0.99407463931736,0,0,0.38124848457826793,0.13832695462001093,0,0
P01834,IGKC_HUMAN,IGKC,Immunoglobulin kappa constant,11,"=""""",28.9865402234527,26.2401050842956,26.2393413229651,26.9474547869546,26.8025671895211,25.8173899917944,28.115027022763,25.5966061609195,25.5430543011737,26.7448258686122,27.0824835233608,23.847491913215,25.6087290904912,28.4736924551033,27.340152932244,29.4940627095862,28.1777649384796,26.8782509317498,23.5728519157207,30.3263718657796,27.9696866132809,25.4202835534509,28.0812304135864,29.620683970406,25.8452459887898,26.4237110703435,28.1971030147588,25.092053465677,24.7507267778723,29.248887265847902,23.0855633378907,24.6512767470559,22.9872501223938,23.2700326160109,22.6959202811652,23.5429696481373,23.4727394499394,24.6506184116013,22.7511556264694,23.5791560728351,0.0198664666885762,-1.43797417473358,1.47770710811073,26.0792764668924,0.0275622312842859,-5.78503859496334,0.97815160361959,0.995017552763502,0,0,1.9059547902142794e-4,0.9710224166211044,0,0
P11217,PYGM_HUMAN,PYGM,"Glycogen phosphorylase, muscle form",43,"=""""",27.2880055102745,27.0263044530816,26.4697807678893,26.7589207423346,26.864384541332,26.8613406740911,26.6443103512422,27.3307818529947,26.8477286406536,27.1267700314271,27.0036524178784,27.5363724943771,27.3909409243829,27.1608638669817,27.3786987333328,24.8670647675434,26.6942536145019,26.9421336150935,26.61813380701,23.0895070513698,26.4089813391404,27.0862025257213,27.2966064382946,23.5654484405525,26.9364203009114,26.362379882494,26.617360918087,27.0043752442609,26.6660285970277,25.0848405331084,26.9600689660438,26.813642990117,27.0631627304013,27.3373262579163,26.8486391147548,27.1073953747675,26.9662663639823,27.3023335163529,26.7106146413968,26.9123779349771,0.0878845488261071,-0.497684855271757,0.673453952923971,26.6737605242025,0.303555386197416,-5.74256599516752,0.763077230848973,0.99407463931736,0,0,0.010320414833890916,0.7681793329688354,0,0
P02511,CRYAB_HUMAN,CRYAB,Alpha-crystallin B chain,12,"=""""",26.7191711726739,26.7332045381264,26.9706470994381,26.8660569623994,25.98018677023,26.3998411260916,26.7702428006318,26.669335092882,26.8588981356207,26.6944936322896,26.3412114449528,26.578653006151,27.024949893389,26.6949456775769,26.6072762428999,27.2531823837356,26.7570309072391,26.3973854036967,27.2989972992802,28.5483190745682,26.6374341024832,27.0622971427953,27.0566051863406,28.4318988255943,26.9559607271044,26.4911950426325,26.8027359439113,26.3693510871605,26.6776339584033,27.4417844344642,26.6130848733944,27.0988769354844,27.0640142475008,26.950263752942,27.8542772731801,26.9150738305503,26.4604575872164,26.9991099688089,26.7282043805371,26.7815193842305,0.0209519823614492,-0.476331568054897,0.518235532777795,26.8888951837152,0.0852167209292375,-5.78201304524032,0.932524266312628,0.99407463931736,0,0,6.356801714213518e-4,0.94313832695462,0,0
P00338,LDHA_HUMAN,LDHA,L-lactate dehydrogenase A chain,22,"=""""",27.6904680920231,27.9191824934902,25.5910746109584,25.9184864346592,26.9789176289447,27.0499107033603,26.8563095011331,27.1379578352759,26.9089266106907,26.4066982289754,26.4395883750709,26.8802674273574,27.1597632152472,26.651348240237,26.8878459294681,27.0057855038152,26.6890614852315,26.6269766688474,26.4226642383758,26.5463302499892,26.9962342557172,26.6624169469357,26.6085803908581,27.2883724653348,26.1761114090569,26.7800465961889,27.0848834710003,26.5855533830176,26.8305748824817,27.5779074549896,27.3183605383333,26.4902598483678,26.2997901686438,26.5766675166385,25.9088803631307,26.3804107220722,27.390694894428,27.0665327842059,26.8730203882276,27.0729805081611,0.158427736714167,-0.497046873532366,0.813902346960699,26.7933960615235,0.488853958837569,-5.67455055932548,0.627677954028209,0.99407463931736,0,0,0.03204408908810589,0.598141060688901,0,0
P10916,MLRV_HUMAN,MYL2,"Myosin regulatory light chain 2, ventricular/cardiac muscle isoform",13,"=""""",27.272938718301,25.362072927373,26.9369564137014,27.6516469741276,27.0337791749671,26.2359084311865,27.4999938734057,26.193920208168,26.5445987635415,26.4929994348865,26.8347543653243,27.0200792241564,26.0388915336451,27.4005993815387,25.4746908731796,26.7013783103503,27.0106301808104,27.208168270125,26.8119880342916,22.736861600686,26.362722244277,26.226789892754802,28.0086339112746,NA,27.206259067003,26.2826008030124,25.4805921446992,24.5623079354007,24.2779988435636,25.7285428938539,26.0663206614,26.4672778002644,26.9223410065315,26.6481545457818,27.0990352031413,26.6423516850678,25.652770368788,27.2681215917195,26.5835676983587,27.3508837148298,-0.376920209178376,-1.38498774252443,0.631147324167674,26.4435930437305,-0.7568812525328,-5.51816886023689,0.45377971082331803,0.99407463931736,0,0,0.12934202648083637,0.3329688354291963,0,0
