uniprot_id,protein,gene,description,n_seq,gene_symbol,CR10_T1,CR10_T2,CR12_T1,CR12_T2,CR149_T1,CR149_T2,CR15_T1,CR163_T1,CR163_T2,CR17_T1,CR17_T2,CR18_T1,CR18_T2,CR22_T1,CR22_T2,CR23_T1,CR25_T1,CR25_T2,CR383_T1,CR386_T1,CR386_T2,CR6_T1,CR6_T2,CR7_T1,CR7_T2,CR72_T1,CR72_T2,CR8_T1,CR8_T2,CR9_T2,PPS2,PPS20,PPS28,PPS31,PPS32,PPS37,PPS40,PPS41,PPS42,PPS44,logFC,CI.L,CI.R,average_intensity,t,B,P.Value,adj.P.Val,sig.PVal,sig.FDR,pi_score,pi_pval,sig_pi,sig_nominal_01
P68133,ACTS_HUMAN,ACTA1,"Actin, alpha skeletal muscle",18,"=""""",27.6486899609655,27.1949363974598,27.8618070073861,29.714343641571,27.5666645929889,27.8888851442157,27.6197541968213,28.2856074255311,28.2607710384097,27.5617397235032,29.6083602772218,29.613277507616,27.4557633253309,27.8882371758003,26.9714511868248,27.2488121570695,27.856568373687,30.818028322981,27.9260955370193,28.2932596133831,27.9356896526341,27.5911960662742,31.5562813924096,28.58464432472,27.9572474467821,27.4962057470781,27.3835538423508,26.9333634098034,26.3915646940402,28.5356662820247,28.3046631281745,28.191068275592,28.3827969830258,26.7670687363792,28.084840182975,27.2464193130714,26.6905435572509,27.7854672001453,27.893504354617,27.477212505523,0.769558276540325,0.0644912606409256,1.47462529243972,28.0118012425164,2.20758073963842,-3.84642061123282,0.033213174390478,0.27588670578738,1,0,1.1379378310281907,0.03389830508474576,1,0
P06733,ENOA_HUMAN,ENO1,Alpha-enolase,27,"=""""",28.4594042341165,28.0530064179951,28.2061434862804,28.3373111433522,28.0849122817762,28.1960710593773,28.7501795389687,28.1673757267514,27.8515212141706,27.7172969004449,27.9449452575153,28.1619196813026,28.0200701317842,28.4984144799403,28.0941641151086,29.0404545814342,28.2586431443593,28.4510594457046,27.9941724041571,30.5350692342992,28.2533025158354,28.0212470520271,27.89488871992,30.600981789305,27.8566807877263,28.2026402619148,28.6053590029922,28.3838408226841,27.8886456131593,29.9230286672426,28.4697704784646,27.9536863294746,28.226817089963,28.0988151731246,27.7612927601531,28.0120793875923,27.9029983777845,28.3033709932931,28.2211292704637,27.7736562968453,-0.0440043429570078,-0.274241374436617,0.186232688522601,28.3294091467201,-0.38656795056474,-5.99897427703962,0.701173639984629,0.894735050005161,0,0,0.006784344017500366,0.8075451066156369,0,0
P13929,ENOB_HUMAN,ENO3,Beta-enolase,18,"=""""",28.0315132263813,28.2680641500293,27.920327491105,27.8239360232002,27.5210304686025,27.6780682571545,27.5404502827473,28.030810738804,28.1169252227406,27.9076619440114,27.8745595416705,27.9232355087583,27.7797515610433,27.779543923462,28.1853659363613,26.6098700048004,28.285155600131,28.3869216748394,28.5296696204673,24.6884108591105,27.7299494670565,28.1784669721414,27.7595801538434,24.9202009035644,27.6559758727198,28.4001141921627,28.3464283252897,28.1021615810332,27.9473534961501,26.2931499627215,28.6875855726387,28.2988587268033,28.2620544964154,28.728309599695,27.281089842037,28.0174783282265,28.6173932106305,28.4492398517553,27.5774034949294,27.7098056789917,-0.00314714805742788,-0.308303702644201,0.302009406529346,27.7960967941056,-0.020859310708981,-6.07124685647668,0.983464059530581,0.996540589962013,0,0,2.2790093577867816e-5,0.9852378348824494,0,0
P60709,ACTB_HUMAN,ACTB,"Actin, cytoplasmic 1",24,"=""""",28.0541303645886,26.7089833075143,26.9763928213332,28.3488307744748,27.0314948891239,27.382740309502,28.8089681538929,26.7667410946602,26.9027267063536,26.6518185856954,28.4626008370868,28.0435962247771,26.8494035555026,28.0979871139019,26.938798723477,29.4694258997726,27.451163827945,29.2660802324381,26.6507847651522,30.7531441864343,28.1299732951023,26.6461322455908,30.0325011447285,31.5506214429232,26.8373780973581,27.0664093233781,28.7199811808951,26.2147654302239,25.8890364424587,30.2993399720299,26.7852886918124,26.9121796353574,27.0273603005183,25.573570141155,26.658382225968,25.9204907032275,25.4627456053209,26.209817353634,26.3072110623653,26.4046114286149,0.624781202846775,0.00870574168522942,1.24085666400832,27.5065902024072,2.05115993679456,-4.13473919501933,0.0469997728516595,0.313076051685471,1,0,0.8296496089510729,0.0661563696008748,0,0
P01857,IGHG1_HUMAN,IGHG1,Immunoglobulin heavy constant gamma 1,20,"=""""",30.3051617461782,27.2899672625378,27.2174968246413,27.8315170373974,27.7779602393626,26.6507832331146,29.4245928108195,26.0686722809535,26.1657762348174,27.64156609996,27.8044626632437,24.7594945261299,26.6746588716176,29.1041142509206,28.0272494106463,30.3281480883718,28.7711750214405,27.4864957109165,24.4474536285754,30.8493314155501,28.8069829167633,26.1726906618764,28.6357079527847,30.4053332790954,26.8307235438993,26.7426947742338,29.0148964731099,25.7444094077155,25.6552367097726,30.637977606911,24.0424346088422,25.4507137634357,23.7446856695125,24.2746391642079,24.1354424669529,24.4655419621492,24.3380402153081,25.9647276810559,23.9570158668747,24.6273998113228,0.341468986220894,-0.388952134234229,1.07189010667602,26.9568342973255,0.945547659280219,-5.64207093817002,0.35019105677137,0.70461984910323,0,0,0.1556056923240891,0.3477310005467469,0,0
P32119,PRDX2_HUMAN,PRDX2,Peroxiredoxin-2,16,"=""""",29.8434235381684,26.5125782220319,26.5181911296264,27.2015747186705,28.1374455260347,26.8771218750306,28.4037858473275,26.8051769966171,27.1455603845433,27.3690516138932,27.2957252710368,26.2003106453903,28.3130322560052,29.0862938905233,27.8655379923938,29.521580343894,28.3868498286559,27.0515963136485,26.399943243318,29.4181288493925,28.2453433501209,27.0422046996475,26.8814837313326,31.8392890690979,27.515548570595602,27.3897993959078,28.9099764458436,26.7934701118047,27.24024510054,31.0811762834598,25.5754182307419,25.9777454897505,25.8258402861194,25.6943175015689,25.8743083291997,25.8297461379969,26.0505919733951,26.7467333950457,26.208494781402,26.0451267321462,-0.0780869101530755,-0.598704338989928,0.442530518683777,27.427994202548,-0.303364680744561,-6.0267842426392,0.763221651187636,0.915296209420004,0,0,0.009163445650990181,0.7807545106615636,0,0
P14618,KPYM_HUMAN,PKM,Pyruvate kinase PKM,33,"=""""",27.4389174076705,27.650424332564,27.1569300001199,27.4487090655565,27.4556854056092,27.9427243854539,27.008347534411,27.550955751153,27.4003177791618,27.3957526378321,27.537827409756,27.6357337812195,27.8045198054705,27.2802943440701,27.735827591573,26.5024714841366,27.5504024410038,27.7948365856395,27.3176564837516,26.1073862054948,27.3205962693053,27.6070424331433,27.5453026757524,26.3642754719957,27.2829316214624,27.5985864409856,27.832964998569,27.9849782469034,27.7937166541296,27.3240092073703,27.7675701367896,27.4401789399614,27.5708864442266,27.9598510325968,27.1948093025929,27.503389763266,27.957380927921,27.580617047978,27.2445934132661,27.4800762830545,0.169927401982299,-0.0179934102907796,0.357848214255378,27.4517369435729,1.82891708848308,-4.51500847338443,0.0750531348355136,0.371005901659877,0,0,0.19110565177407413,0.3116457080371788,0,0
P60174,TPIS_HUMAN,TPI1,Triosephosphate isomerase,21,"=""""",27.4229990508662,27.7784954175938,27.3744025466101,26.944401629241,26.9932020699122,27.453239623403,27.0224769583529,27.7367626232743,27.5573945597274,27.2550326781796,27.304978377959,27.457075516094,27.368404332204,27.3778212204928,27.4637560748704,27.0649508782148,27.0266541375073,27.20834079594,27.7028453109526,27.7175332043896,26.9774035454188,27.8823427875665,27.5456968251718,26.5190724433262,27.1042624788271,27.5010145886608,27.3785808701427,27.885196049839,27.9273493796028,27.4614350307481,27.5769624767824,27.4858290712049,27.3963823087655,27.621375178516,27.2825446767686,27.1587642282326,27.85723375465,27.7027957435925,27.2914764036735,27.5570267113805,-0.0602774369269312,-0.257897283961984,0.137342410108122,27.4085877889664,-0.616921207107188,-5.8874211029837,0.540865584615964,0.823145445453062,0,0,0.01608868998638436,0.7217058501913614,0,0
P09104,ENOG_HUMAN,ENO2,Gamma-enolase,15,"=""""",26.7179902764143,27.7810690113634,26.424042535525,26.8898478665335,26.9516094054372,27.5160513770716,27.0570485030813,26.872499892138,26.8750018512759,27.4574893277634,27.1814589346328,27.9315205685301,27.4434233481677,26.7162327659757,27.296371667302,26.5070185491722,27.5432279191498,26.8050291839178,27.1917324844702,26.4606918215691,27.1974899891682,27.5918435307161,27.8327188304565,28.3093247731018,27.2802938408626,27.491325236347,27.4083014135838,28.2966268484991,27.7464182121315,25.3766558105942,27.4598051189707,27.1466075329589,27.1086479828721,27.824865371772,26.6810461373011,27.0914855409016,27.9510072075892,27.3983422415117,26.8314094103697,26.5986034904873,-0.0537833872871918,-0.364790878514991,0.257224103940608,27.2060543952421,-0.34977018111301,-6.0120955323976,0.728389759516519,0.906103736457579,0,0,0.007402539361143256,0.8015308911973756,0,0
P18669,PGAM1_HUMAN,PGAM1,Phosphoglycerate mutase 1,11,"=""""",27.3666065340263,27.4679903881109,27.1760904782788,27.0746593142403,27.4460788901443,27.5647202875553,27.6794129064837,27.0610291535561,27.0355027843017,27.6738030052156,27.2120059005435,27.3476461209361,26.9690691575665,27.4997312354998,27.007585031817,27.6315498903643,27.1998000496109,27.3306114013715,27.1239551954351,29.0997605658074,27.3665269578711,27.2188372850094,27.0866127492559,28.8742125352192,26.6909282891257,27.2651412893458,27.5610826137647,27.4775544594755,27.0489608753824,28.139718594035,27.3216337214088,27.2731678776684,27.0172077912758,26.8866047502374,26.994413820556,26.6132158851986,26.9851845607888,26.80842227316,26.5209639090061,27.3846591996877,-0.23056879174514,-0.444774141019098,-0.0163634424711827,27.3125664432084,-2.17708654032851,-3.90391763866435,0.035578741318553,0.278091956716382,-1,0,0.33405023747677665,0.19464188080918535,0,0
P31415,CASQ1_HUMAN,CASQ1,Calsequestrin-1,9,"=""""",26.6713891441907,27.5286554588433,27.6093244891675,27.518664809503,26.8673090400062,26.8181772089447,26.5192695395596,27.355766114349102,27.0349232428158,27.3168913985329,27.2166204091227,27.2034854211506,27.1046166748757,26.8169549924435,27.3998579732663,26.2098224631878,26.9644310513836,27.3618029292365,27.3898107223224,NA,26.6810946775195,27.160366686738,27.1082381396552,NA,27.3039828373994,27.030677347718,26.3528594222097,27.2999561554949,27.0614290592798,27.1408601457945,26.7093488081015,26.9954502693394,26.7293944492911,27.4822539194494,27.3735087090822,27.4692321770695,27.2484535872875,27.9949223767204,27.509979988027,27.1057979516331,0.054649497472413,-0.177880906324061,0.287179901268887,27.1227784155451,0.47616817881223,-5.95649624542609,0.636749316809305,0.862469839260278,0,0,0.01071302363780437,0.7665390924002187,0,0
P00558,PGK1_HUMAN,PGK1,Phosphoglycerate kinase 1,27,"=""""",26.843888926159,27.3974499694897,27.4055422218296,26.868301622255,26.982136566178202,27.0319643093305,27.1461949331506,27.1762407697199,27.143872291521,27.179762241970302,27.0670462719566,27.2085812304604,27.1390961205917,27.4623012453887,27.459833769846,26.8761598069303,27.0760176232777,26.8757114418732,27.1885572901084,27.3306835489919,27.0892098626971,27.1904531277573,27.004960444612,27.2727271258936,26.7007253639197,27.128601384868,27.5012868737319,27.6415814626675,27.2834198148241,27.7019678747331,27.1947682208879,26.9661874457506,26.8434810625429,27.0605447230136,26.6102067591987,26.8354147345115,27.3790847524073,27.1359889896774,26.7295336463788,26.9921252841701,-0.0908327931968742,-0.265749574910492,0.084083988516744,27.1280402788818,-1.05030799746958,-5.54311316237778,0.300030396501491,0.663902312316371,0,0,0.047490540183937516,0.5604155276107162,0,0
P04792,HSPB1_HUMAN,HSPB1,Heat shock protein beta-1,17,"=""""",26.6370338368763,27.5488032774405,27.4515189546021,27.2071769513698,26.6879243237088,27.3586481532741,26.8521254518811,26.6076102151994,27.1508052680593,27.0618114337785,27.327876500914,26.8879139687777,26.9168288083201,27.1539378133316,27.1031496652843,27.1445501505608,27.0981892243573,26.792289721777,27.4131419312071,28.3434392796365,27.1794732876266,27.1750704850499,26.8161212637197,27.0811546041114,27.3542841187367,26.5150450001597,27.5006178495265,26.1531831946517,26.6103841136617,27.9551638977055,27.4740725512855,27.2768064452446,27.1355037108445,26.7771791643537,27.3658353934921,27.0238731706097,26.0985273584117,27.6617711715086,27.0108451117933,27.1076981498332,0.258060978914399,-5.4902189061695e-4,0.516670979719415,27.1004346243171,2.01828506234345,-4.19320744170945,0.0504648608747951,0.319928266026056,0,0,0.3347079076014162,0.19409513395297978,0,0
P05976,MYL1_HUMAN,MYL1,"Myosin light chain 1/3, skeletal muscle isoform",12,"=""""",25.4751293261537,26.3524514136732,26.747717199571,27.6671887193474,25.738613632523,26.7732724528705,25.6440927415396,25.829595966703,26.6287315381355,26.0248279665765,27.6387678656777,27.8075734004818,26.3976849871942,26.6716248310508,25.8417612018918,24.2061646415591,26.7431722438435,28.6916412184778,27.4743799202387,22.4953236457531,25.7151387571367,26.4276056279293,29.4873385314602,NA,27.2497719033737,26.4488115543556,25.6932158006622,25.7536377918524,25.1068421777881,25.4263853250677,26.229912810527,27.0809351019942,27.3099311504202,26.3903621549416,26.6607627550904,26.4297981945291,26.295290942008,27.5978726220146,26.5149699821776,27.4097067380738,0.716919400343199,0.142328127837508,1.29151067284889,26.4635385855042,2.52569578798181,-3.2133334708877,0.0158288171553271,0.221500474464851,1,0,1.2908503286063981,0.026243849097867686,1,0
P01834,IGKC_HUMAN,IGKC,Immunoglobulin kappa constant,11,"=""""",28.9865402234527,26.2401050842956,26.2393413229651,26.9474547869546,26.8025671895211,25.8173899917944,28.115027022763,25.5966061609195,25.5430543011737,26.7448258686122,27.0824835233608,23.847491913215,25.6087290904912,28.4736924551033,27.340152932244,29.4940627095862,28.1777649384796,26.8782509317498,23.5728519157207,30.3263718657796,27.9696866132809,25.4202835534509,28.0812304135864,29.620683970406,25.8452459887898,26.4237110703435,28.1971030147588,25.092053465677,24.7507267778723,29.248887265847902,23.0855633378907,24.6512767470559,22.9872501223938,23.2700326160109,22.6959202811652,23.5429696481373,23.4727394499394,24.6506184116013,22.7511556264694,23.5791560728351,0.281375415609993,-0.447986305187119,1.01073713640711,26.0792764668924,0.780276746181409,-5.77794871990579,0.439930120781124,0.764713586656562,0,0,0.10034306021117588,0.42810278840896665,0,0
P11217,PYGM_HUMAN,PYGM,"Glycogen phosphorylase, muscle form",43,"=""""",27.2880055102745,27.0263044530816,26.4697807678893,26.7589207423346,26.864384541332,26.8613406740911,26.6443103512422,27.3307818529947,26.8477286406536,27.1267700314271,27.0036524178784,27.5363724943771,27.3909409243829,27.1608638669817,27.3786987333328,24.8670647675434,26.6942536145019,26.9421336150935,26.61813380701,23.0895070513698,26.4089813391404,27.0862025257213,27.2966064382946,23.5654484405525,26.9364203009114,26.362379882494,26.617360918087,27.0043752442609,26.6660285970277,25.0848405331084,26.9600689660438,26.813642990117,27.0631627304013,27.3373262579163,26.8486391147548,27.1073953747675,26.9662663639823,27.3023335163529,26.7106146413968,26.9123779349771,0.160619311786467,-0.133439518290061,0.454678141862996,26.6737605242025,1.10476273590164,-5.48780869661418,0.276020132992165,0.643929621482997,0,0,0.08979571024950155,0.45325314379442316,0,0
P02511,CRYAB_HUMAN,CRYAB,Alpha-crystallin B chain,12,"=""""",26.7191711726739,26.7332045381264,26.9706470994381,26.8660569623994,25.98018677023,26.3998411260916,26.7702428006318,26.669335092882,26.8588981356207,26.6944936322896,26.3412114449528,26.578653006151,27.024949893389,26.6949456775769,26.6072762428999,27.2531823837356,26.7570309072391,26.3973854036967,27.2989972992802,28.5483190745682,26.6374341024832,27.0622971427953,27.0566051863406,28.4318988255943,26.9559607271044,26.4911950426325,26.8027359439113,26.3693510871605,26.6776339584033,27.4417844344642,26.6130848733944,27.0988769354844,27.0640142475008,26.950263752942,27.8542772731801,26.9150738305503,26.4604575872164,26.9991099688089,26.7282043805371,26.7815193842305,-0.0128440988036242,-0.263112482478286,0.237424284871037,26.8888951837152,-0.103801380671535,-6.06622224783812,0.917858019819305,0.970860366234669,0,0,4.7811506686176383e-4,0.9513395297977036,0,0
P00338,LDHA_HUMAN,LDHA,L-lactate dehydrogenase A chain,22,"=""""",27.6904680920231,27.9191824934902,25.5910746109584,25.9184864346592,26.9789176289447,27.0499107033603,26.8563095011331,27.1379578352759,26.9089266106907,26.4066982289754,26.4395883750709,26.8802674273574,27.1597632152472,26.651348240237,26.8878459294681,27.0057855038152,26.6890614852315,26.6269766688474,26.4226642383758,26.5463302499892,26.9962342557172,26.6624169469357,26.6085803908581,27.2883724653348,26.1761114090569,26.7800465961889,27.0848834710003,26.5855533830176,26.8305748824817,27.5779074549896,27.3183605383333,26.4902598483678,26.2997901686438,26.5766675166385,25.9088803631307,26.3804107220722,27.390694894428,27.0665327842059,26.8730203882276,27.0729805081611,0.072828078130037,-0.256108193828829,0.401764350088903,26.7933960615235,0.447808739075237,-5.97425566921587,0.656764668129038,0.869139501746819,0,0,0.013297694730430042,0.7430289775833789,0,0
P10916,MLRV_HUMAN,MYL2,"Myosin regulatory light chain 2, ventricular/cardiac muscle isoform",13,"=""""",27.272938718301,25.362072927373,26.9369564137014,27.6516469741276,27.0337791749671,26.2359084311865,27.4999938734057,26.193920208168,26.5445987635415,26.4929994348865,26.8347543653243,27.0200792241564,26.0388915336451,27.4005993815387,25.4746908731796,26.7013783103503,27.0106301808104,27.208168270125,26.8119880342916,22.736861600686,26.362722244277,26.226789892754802,28.0086339112746,NA,27.206259067003,26.2826008030124,25.4805921446992,24.5623079354007,24.2779988435636,25.7285428938539,26.0663206614,26.4672778002644,26.9223410065315,26.6481545457818,27.0990352031413,26.6423516850678,25.652770368788,27.2681215917195,26.5835676983587,27.3508837148298,-0.0399299089228986,-0.544682964667361,0.464823146821564,26.4435930437305,-0.160136043852495,-6.0560928559492,0.873620631112859,0.957504356969501,0,0,0.002342971992565222,0.8933843630399125,0,0
